request_id,request_type,application_id,arrival_timestamp,batch_size,prompt_size,token_size
0,2,0,0.04566764831542969,1,100,32
1,2,0,1.0361814498901367,1,134,5
2,2,0,2.0387396812438965,1,56,208
3,2,0,3.03955078125,1,95,313
4,2,0,4.043412446975708,1,58,252
5,2,0,5.044901132583618,1,51,198
6,2,0,6.048962354660034,1,171,107
7,2,0,7.050755739212036,1,54,1033
8,2,0,8.05202841758728,1,993,691
9,2,0,9.054654598236084,1,52,400
10,2,0,10.05671763420105,1,107,85
11,2,0,11.06119441986084,1,49,292
12,2,0,12.064563035964966,1,61,427
13,2,0,13.075538158416748,1,62,326
14,2,0,14.071546792984009,1,94,954
15,2,0,15.074910402297974,1,89,415
16,2,0,16.07857036590576,1,70,245
17,2,0,17.080190181732178,1,127,345
18,2,0,18.0837140083313,1,56,209
19,2,0,19.08452820777893,1,51,193
20,2,0,20.09010934829712,1,78,27
21,2,0,21.0911762714386,1,57,290
22,2,0,22.090993881225586,1,49,205
23,2,0,23.09758758544922,1,78,364
24,2,0,24.10307216644287,1,48,426
25,2,0,25.111320972442627,1,54,213
26,2,0,26.106233835220337,1,61,381
27,2,0,27.10944890975952,1,265,842
28,2,0,28.110706090927124,1,54,250
29,2,0,29.115751266479492,1,58,396
30,2,0,30.11559772491455,1,64,529
31,2,0,31.11855673789978,1,452,175
32,2,0,32.12144589424133,1,58,164
33,2,0,33.12468767166138,1,69,309
34,2,0,34.12736535072327,1,54,229
35,2,0,35.12727928161621,1,145,307
36,2,0,36.1282172203064,1,60,261
37,2,0,37.13398766517639,1,82,12
38,2,0,38.13708806037903,1,73,296
39,2,0,39.14665460586548,1,51,180
40,2,0,40.14734673500061,1,241,88
41,2,0,41.15736722946167,1,51,253
42,2,0,42.152719259262085,1,80,625
43,2,0,43.15379285812378,1,166,351
44,2,0,44.159865379333496,1,226,358
45,2,0,45.16178250312805,1,59,566
46,2,0,46.16050481796265,1,46,14
47,2,0,47.16420841217041,1,207,1210
48,2,0,48.1674017906189,1,132,269
49,2,0,49.1668062210083,1,124,668
50,2,0,50.17088985443115,1,150,835
51,2,0,51.17101526260376,1,152,509
52,2,0,52.17441177368164,1,50,98
53,2,0,53.1761736869812,1,216,1117
54,2,0,54.17924356460571,1,45,27
55,2,0,55.1799635887146,1,1358,157
56,2,0,56.1832971572876,1,53,671
57,2,0,57.19340229034424,1,124,415
58,2,0,58.18628716468811,1,98,130
59,2,0,59.19339466094971,1,262,295
60,2,0,60.19853854179382,1,53,105
61,2,0,61.198339223861694,1,63,39
62,2,0,62.20793271064758,1,516,386
63,2,0,63.209845542907715,1,127,249
64,2,0,64.21121168136597,1,456,258
65,2,0,65.21370697021484,1,53,52
66,2,0,66.21573042869568,1,256,262
67,2,0,67.22170925140381,1,130,28
68,2,0,68.22307801246643,1,51,34
69,2,0,69.22369694709778,1,571,11
70,2,0,70.22814083099365,1,78,252
71,2,0,71.22876739501953,1,55,350
72,2,0,72.23216986656189,1,58,826
73,2,0,73.24719023704529,1,56,284
74,2,0,74.23737859725952,1,905,352
75,2,0,75.23811030387878,1,48,14
76,2,0,76.24015712738037,1,306,26
77,2,0,77.24473476409912,1,77,147
78,2,0,78.24375343322754,1,101,16
79,2,0,79.24743795394897,1,76,353
80,2,0,80.24710869789124,1,60,738
81,2,0,81.24998307228088,1,139,832
82,2,0,82.25117540359497,1,329,379
83,2,0,83.25533151626587,1,61,245
84,2,0,84.25440979003906,1,51,173
85,2,0,85.25836277008057,1,85,820
86,2,0,86.26307821273804,1,312,592
87,2,0,87.26427388191223,1,68,722
88,2,0,88.26802682876587,1,71,404
89,2,0,89.27143144607544,1,56,198
90,2,0,90.27946877479553,1,52,94
91,2,0,91.28001689910889,1,98,259
92,2,0,92.28281927108765,1,112,31
93,2,0,93.2849907875061,1,55,373
94,2,0,94.28848195075989,1,62,149
95,2,0,95.29370880126953,1,148,196
96,2,0,96.29420304298401,1,1195,242
97,2,0,97.34056639671326,1,60,113
98,2,0,98.2993233203888,1,111,331
99,2,0,99.30085015296936,1,64,539
