request_id,request_type,application_id,arrival_timestamp,batch_size,prompt_size,token_size
0,2,0,2.270150134414857,1,28878,674
1,2,0,2.518655732845492,1,17295,8619
2,2,0,2.7916853151828636,1,25944,3383
3,2,0,4.440837988789777,1,69994,892
4,2,0,5.409579538768137,1,27539,1302
5,2,0,8.392852558559616,1,16009,1204
6,2,0,9.403962562667342,1,27216,4714
7,2,0,11.436806270660437,1,52500,1947
8,2,0,11.452819262713755,1,15352,736
9,2,0,13.026881343889368,1,74487,1359
10,2,0,14.27168316518265,1,31717,494
11,2,0,20.824574110435343,1,122198,868
12,2,0,21.55514879154327,1,55663,6037
13,2,0,24.412528491360487,1,18913,1354
14,2,0,25.51355103619381,1,123259,563
15,2,0,27.57172743412667,1,31116,1413
16,2,0,27.643185688829423,1,66009,1382
17,2,0,32.20907209656094,1,34730,7517
18,2,0,34.08871017522643,1,22121,1689
19,2,0,34.40591342863843,1,48713,8463
20,2,0,35.09270121562886,1,98648,1114
21,2,0,39.257747776839274,1,49301,2803
22,2,0,40.271304100752786,1,18213,4755
23,2,0,42.29004594115491,1,7363,1652
24,2,0,42.64169072712311,1,51054,1454
25,2,0,43.3141388873677,1,33951,837
26,2,0,43.46618322072568,1,26720,434
27,2,0,52.740558136839546,1,35615,3059
28,2,0,61.783983971971864,1,46137,322
29,2,0,62.153125469102896,1,21405,100
30,2,0,62.78799610410756,1,29729,3992
31,2,0,64.20154219956868,1,23362,576
32,2,0,64.30982810410269,1,21595,929
33,2,0,65.24852969867835,1,47664,1500
34,2,0,69.06769336547984,1,29159,2917
35,2,0,70.546035908577,1,34290,896
36,2,0,71.63237847998388,1,19495,2415
37,2,0,75.71884100437298,1,26609,4644
38,2,0,77.97162751266762,1,7395,1591
39,2,0,81.93623908029346,1,45979,330
40,2,0,83.14741885949086,1,34991,1224
41,2,0,86.87757555354362,1,31504,1201
42,2,0,88.06133922837229,1,16158,8273
43,2,0,88.63333707360519,1,115699,5407
44,2,0,89.11210840908808,1,46073,2052
45,2,0,90.3590832627566,1,37314,2834
46,2,0,91.9847030648395,1,15713,7495
47,2,0,94.99683409958051,1,78117,3632
48,2,0,95.89800104238985,1,50600,1481
49,2,0,100.51161283486165,1,66512,579
50,2,0,101.15351378316178,1,16498,2680
51,2,0,103.75285062314087,1,52128,222
52,2,0,104.17922058947322,1,14878,1351
53,2,0,105.52435302445991,1,101441,796
54,2,0,105.56514755469297,1,10070,9801
55,2,0,106.7584201977665,1,49071,1844
56,2,0,108.42467140028266,1,31055,9390
57,2,0,114.30222369435066,1,80470,306
58,2,0,116.98046508095678,1,25969,16377
59,2,0,121.94304664929774,1,84626,3216
60,2,0,122.70748416086401,1,32287,5061
61,2,0,122.88155498346248,1,31309,4088
62,2,0,124.29695580097278,1,55016,841
63,2,0,127.10433061288208,1,54209,19942
64,2,0,127.29084755327487,1,28436,3615
65,2,0,127.69050767626585,1,54083,3828
66,2,0,128.44423476833788,1,21446,4302
67,2,0,132.82341413761603,1,23244,1204
68,2,0,134.10207626777049,1,46930,970
69,2,0,134.26429135803912,1,56819,3119
70,2,0,135.91831044167836,1,19383,391
71,2,0,137.50176190767237,1,21315,890
72,2,0,138.40449045266013,1,36739,1908
73,2,0,138.4739880900716,1,15434,9201
74,2,0,138.73624985032347,1,41348,4683
75,2,0,140.12056907622275,1,123730,717
76,2,0,141.34356128129102,1,62826,1814
77,2,0,147.36201328669952,1,30936,4319
78,2,0,150.2086521745284,1,77957,2348
79,2,0,151.03220382836756,1,65935,1216
80,2,0,152.12636247241608,1,16017,162
81,2,0,153.12180493289202,1,11657,2090
82,2,0,160.24946074789958,1,22924,9622
83,2,0,160.4895273944464,1,22626,484
84,2,0,160.66531029675002,1,19829,6122
85,2,0,163.42554108963552,1,90703,1129
86,2,0,163.57458240278595,1,13670,784
87,2,0,165.35681460634643,1,6040,675
88,2,0,165.95960680056464,1,37721,974
89,2,0,167.91502669545773,1,21170,2325
90,2,0,168.34023470052347,1,124365,766
91,2,0,173.6700638100232,1,35520,17950
92,2,0,175.49893700710388,1,30316,3040
93,2,0,176.93144516829534,1,7346,3013
94,2,0,181.84644865604608,1,13617,1166
95,2,0,184.95073271106793,1,62350,147
96,2,0,186.37678775764337,1,33283,2146
97,2,0,187.69454698884093,1,62567,1667
98,2,0,187.89016900336648,1,10512,1067
99,2,0,189.60603895470317,1,53489,989
100,2,0,189.82813573212033,1,32968,981
101,2,0,190.3607988289351,1,8147,2320
102,2,0,193.03780680042215,1,11529,4617
103,2,0,193.17632200209914,1,127043,3719
104,2,0,193.3656295510284,1,37415,210
105,2,0,193.6142059999904,1,12261,2282
106,2,0,194.64074574525773,1,40119,4820
107,2,0,197.32720389355114,1,21625,3829
108,2,0,199.9265518980602,1,38307,1350
109,2,0,201.30848826442244,1,22727,213
110,2,0,201.7328335605713,1,44546,699
111,2,0,202.70146597291298,1,31557,2314
112,2,0,205.11626475574005,1,26613,370
113,2,0,205.34253327680722,1,48898,1180
114,2,0,205.54018504926523,1,45695,94
115,2,0,206.27186809629356,1,41098,3119
116,2,0,207.40782436555384,1,23472,6565
117,2,0,209.4751269810617,1,70135,712
118,2,0,209.85988504089607,1,61547,1933
119,2,0,210.55662100341854,1,27872,2695
120,2,0,211.88093278338008,1,34453,315
121,2,0,211.9125523617271,1,26293,6149
122,2,0,217.1693982701161,1,55241,1861
123,2,0,220.4005133491639,1,28768,7961
124,2,0,220.73534794224082,1,15073,4312
125,2,0,221.53768217364922,1,33189,6208
126,2,0,222.47356192442427,1,43279,6140
127,2,0,222.7534021923847,1,17451,1144
128,2,0,223.55212284522798,1,41197,2972
129,2,0,226.13589636056392,1,45449,2903
130,2,0,226.85125841578127,1,86760,1385
131,2,0,227.11013361342663,1,19030,546
132,2,0,229.48180751617284,1,18071,948
133,2,0,232.48496129731132,1,36717,493
134,2,0,232.5897227200473,1,29490,543
135,2,0,235.66610192449653,1,21999,282
136,2,0,235.9756171016972,1,9694,1173
137,2,0,236.83305001908442,1,41610,486
138,2,0,236.85889293232998,1,21607,543
139,2,0,242.5117056923915,1,43591,517
140,2,0,244.77335411557848,1,53160,1504
141,2,0,245.41630679012823,1,51920,977
142,2,0,246.28590525087088,1,19907,581
143,2,0,246.66174238384536,1,14766,1278
144,2,0,247.60583837006408,1,15742,1094
145,2,0,247.85265752712542,1,9981,2974
146,2,0,248.76612085692,1,36354,501
147,2,0,248.9371302645224,1,15011,1585
148,2,0,249.50440342595954,1,32877,6596
149,2,0,249.710980282041,1,61908,1706
150,2,0,252.70910944961815,1,38978,804
151,2,0,254.01914103926995,1,32089,828
152,2,0,254.1920801590171,1,26369,4496
153,2,0,254.6353622654799,1,42818,4859
154,2,0,255.42844590847272,1,88607,1947
155,2,0,255.53182031166037,1,20433,1176
156,2,0,260.51595227100523,1,20016,1072
157,2,0,261.3150439634563,1,35673,874
158,2,0,262.40218512374025,1,18071,844
159,2,0,263.6547468467721,1,93902,4029
160,2,0,264.77450932567575,1,16999,5076
161,2,0,265.3724709935542,1,34788,10225
162,2,0,267.0998505648836,1,11012,5510
163,2,0,267.9545192551948,1,11701,7348
164,2,0,270.1273480147205,1,84679,787
165,2,0,270.1770918830866,1,17727,1240
166,2,0,274.49025430830187,1,34415,1218
167,2,0,275.0252465129574,1,42312,2998
168,2,0,275.19456848608434,1,32024,1470
169,2,0,275.2501869226864,1,26160,766
170,2,0,276.0291643631273,1,43437,3164
171,2,0,276.5373650119946,1,113334,3843
172,2,0,276.9863255212052,1,12295,1604
173,2,0,277.1735901799824,1,25771,3542
174,2,0,277.5221064504116,1,48186,1129
175,2,0,279.36382429953187,1,58233,5373
176,2,0,280.71040660467077,1,25648,6449
177,2,0,281.035673103579,1,35106,7394
178,2,0,282.2259598671937,1,12716,1297
179,2,0,283.67363623788935,1,24365,7612
180,2,0,285.00033663450495,1,108326,3578
181,2,0,285.1158045847761,1,54839,1552
182,2,0,287.83957393660415,1,10383,2431
183,2,0,291.16676801276327,1,48950,7847
184,2,0,291.21918841870627,1,33545,8479
185,2,0,291.68489481988564,1,37256,2043
186,2,0,292.16248737226397,1,19397,2097
187,2,0,292.5580290082007,1,63180,3906
188,2,0,292.7140558254451,1,21050,2278
189,2,0,292.90776111875493,1,20375,1657
190,2,0,296.115465990845,1,30698,2847
191,2,0,296.9309528662221,1,36034,996
192,2,0,297.3722068491387,1,57969,2045
193,2,0,297.8965579545817,1,22385,2150
194,2,0,298.9732492892433,1,13826,309
195,2,0,299.7905704773331,1,18027,5290
196,2,0,300.2542906534613,1,31748,5123
197,2,0,303.3695379131745,1,15794,1645
198,2,0,304.55550140694174,1,25680,3886
199,2,0,304.7437530540232,1,46988,355
200,2,0,305.46621265741,1,17007,4286
201,2,0,306.0494654001572,1,38236,1774
202,2,0,311.62969990111526,1,31125,1077
203,2,0,314.3022822683014,1,14212,3488
204,2,0,315.0194735367303,1,75576,893
205,2,0,315.44590635701036,1,25523,5653
206,2,0,317.84053627093203,1,6847,2363
207,2,0,319.4633763230651,1,10909,5290
208,2,0,320.2496421523927,1,18816,5462
209,2,0,320.6053414787124,1,42196,1223
210,2,0,321.517757420195,1,52365,5064
211,2,0,323.8779971916832,1,22777,9172
212,2,0,326.91397383752314,1,51054,1196
213,2,0,326.96428965933364,1,20022,679
214,2,0,328.9713671775095,1,25719,342
215,2,0,329.49681650317194,1,26991,1820
216,2,0,330.16997358383145,1,8189,3561
217,2,0,332.71109842493604,1,25946,1580
218,2,0,334.009620541525,1,11561,1246
219,2,0,336.9431617782128,1,34014,2755
220,2,0,337.1535345400154,1,5050,5366
221,2,0,339.31132143431694,1,7874,2337
222,2,0,341.7466735457601,1,60962,4097
223,2,0,343.9470319628161,1,25363,553
224,2,0,345.92980885088235,1,19311,2994
225,2,0,346.4519204903883,1,34127,1556
226,2,0,351.1882974404857,1,20641,1357
227,2,0,352.9775220274524,1,34088,5305
228,2,0,353.67747375617137,1,19417,526
229,2,0,354.39500546082246,1,108788,3743
230,2,0,358.3800578884147,1,27174,4174
231,2,0,359.1265481127672,1,23333,2402
232,2,0,359.83376292296487,1,20527,6236
233,2,0,360.89958390843407,1,96512,2166
234,2,0,366.1314311897862,1,24686,2034
235,2,0,367.19844765033605,1,116381,1624
236,2,0,367.20583392676104,1,11850,5739
237,2,0,369.0966801163629,1,14253,3768
238,2,0,369.5235337883985,1,23011,693
239,2,0,373.4159320969317,1,118480,7468
240,2,0,374.87270077660685,1,13467,4390
241,2,0,377.9140471225576,1,35330,1419
242,2,0,378.8322371117504,1,36029,24013
243,2,0,382.44715843146133,1,57298,289
244,2,0,383.4052238881754,1,50596,439
245,2,0,383.46504299668595,1,51207,2681
246,2,0,384.12656444990114,1,18071,6703
247,2,0,384.94647503108007,1,29113,639
248,2,0,386.1856716618767,1,33373,4178
249,2,0,387.05868299363203,1,17031,3027
250,2,0,387.3110173871876,1,32762,1999
251,2,0,389.443700330241,1,62103,427
252,2,0,391.29845303306564,1,8651,295
253,2,0,391.93817025275575,1,34659,1107
254,2,0,392.3035046486212,1,20696,1615
255,2,0,393.10075390178633,1,16433,1485
256,2,0,393.9939445354724,1,16851,1200
257,2,0,394.50336589814697,1,7511,740
258,2,0,400.0248504251739,1,39111,893
259,2,0,403.70225863244036,1,46609,2093
260,2,0,407.4403496728417,1,27506,2450
261,2,0,408.7808710958884,1,32376,1671
262,2,0,409.65876699787765,1,45695,374
263,2,0,411.1162222486433,1,38573,911
264,2,0,412.5796415897805,1,25419,2059
265,2,0,415.6265141404031,1,13140,2825
266,2,0,417.69337164318836,1,14257,770
267,2,0,419.9170158056992,1,4209,124
268,2,0,420.02005204019207,1,38892,183
269,2,0,421.2143630839819,1,51294,247
270,2,0,424.537979827613,1,19042,1612
271,2,0,425.44932835509786,1,15573,4199
272,2,0,426.1175793831734,1,60182,1074
273,2,0,426.76895392622725,1,59018,4574
274,2,0,428.09991919743936,1,30046,4583
275,2,0,429.3229534421939,1,58996,2697
276,2,0,429.35230278265163,1,34862,3378
277,2,0,430.05068592942797,1,85932,2850
278,2,0,430.0990210055675,1,29316,287
279,2,0,431.58525598358864,1,36012,4109
280,2,0,433.2706157537006,1,47484,3131
281,2,0,433.8329991488064,1,101962,4137
282,2,0,434.607720917548,1,48260,785
283,2,0,436.9961756448815,1,17069,5714
284,2,0,437.02327368835955,1,16498,2164
285,2,0,438.1733372960719,1,43655,2316
286,2,0,443.6243119232611,1,29954,7577
287,2,0,446.152002190356,1,17011,2238
288,2,0,447.60212774525195,1,23526,878
289,2,0,448.40964914130404,1,48849,1325
290,2,0,449.44135975422057,1,44573,1335
291,2,0,451.78262032530944,1,48335,1379
292,2,0,460.68283793175385,1,36921,6040
293,2,0,463.20318661207864,1,25122,1104
294,2,0,464.6770471823172,1,39065,2415
295,2,0,465.4284061108689,1,60023,295
296,2,0,465.7515758326197,1,104958,3736
297,2,0,469.38145766799977,1,31471,995
298,2,0,469.94584224793056,1,11408,394
299,2,0,470.5064530633676,1,10326,374
