request_id,request_type,application_id,arrival_timestamp,batch_size,prompt_size,token_size
0,2,0,0.07507491111755371,1,80,50
1,2,0,1.057525634765625,1,114,5
2,2,0,2.0593326091766357,1,36,163
3,2,0,3.0613856315612793,1,75,228
4,2,0,4.063609838485718,1,38,182
5,2,0,5.065919876098633,1,31,161
6,2,0,6.068497657775879,1,151,105
7,2,0,7.070237636566162,1,34,1468
8,2,0,8.072420358657837,1,973,485
9,2,0,9.073976993560791,1,32,359
10,2,0,10.095127820968628,1,87,82
11,2,0,11.078023910522461,1,29,174
12,2,0,12.080288648605347,1,41,387
13,2,0,13.083985567092896,1,42,358
14,2,0,14.0865797996521,1,74,1210
15,2,0,15.088421821594238,1,69,378
16,2,0,16.09302568435669,1,50,269
17,2,0,17.094223260879517,1,107,275
18,2,0,18.0953106880188,1,36,370
19,2,0,19.098413705825806,1,31,327
20,2,0,20.10240864753723,1,58,27
21,2,0,21.104503631591797,1,37,220
22,2,0,22.1049165725708,1,29,217
23,2,0,23.107275247573853,1,58,263
24,2,0,24.11117172241211,1,28,323
25,2,0,25.113162755966187,1,34,190
26,2,0,26.114768981933594,1,41,330
27,2,0,27.134832620620728,1,245,862
28,2,0,28.12374186515808,1,34,231
29,2,0,29.139797687530518,1,38,287
30,2,0,30.14329242706299,1,44,563
31,2,0,31.13333535194397,1,432,188
32,2,0,32.13304090499878,1,38,87
33,2,0,33.135009765625,1,49,323
34,2,0,34.137842655181885,1,34,253
35,2,0,35.1407356262207,1,125,627
36,2,0,36.14450407028198,1,40,186
37,2,0,37.1479766368866,1,62,24
38,2,0,38.146716356277466,1,53,222
39,2,0,39.15185570716858,1,31,197
40,2,0,40.15539360046387,1,221,65
41,2,0,41.15521550178528,1,31,186
42,2,0,42.158555030822754,1,60,616
43,2,0,43.15823006629944,1,146,610
44,2,0,44.159964084625244,1,206,344
45,2,0,45.16284775733948,1,39,560
46,2,0,46.16308641433716,1,26,35
47,2,0,47.16950726509094,1,187,602
48,2,0,48.167874574661255,1,112,260
49,2,0,49.170673847198486,1,104,280
50,2,0,50.172828674316406,1,130,618
51,2,0,51.172582149505615,1,132,472
52,2,0,52.19712209701538,1,30,73
53,2,0,53.205076456069946,1,196,997
54,2,0,54.18202447891235,1,25,33
55,2,0,55.18348789215088,1,1338,267
56,2,0,56.18566298484802,1,33,468
57,2,0,57.19267773628235,1,104,405
58,2,0,58.19180130958557,1,78,106
59,2,0,59.19578242301941,1,242,326
60,2,0,60.19718050956726,1,33,141
61,2,0,61.19900608062744,1,43,22
62,2,0,62.203330755233765,1,496,377
63,2,0,63.206562757492065,1,107,240
64,2,0,64.20837831497192,1,436,312
65,2,0,65.20887613296509,1,33,53
66,2,0,66.21154451370239,1,236,266
67,2,0,67.21463894844055,1,110,45
68,2,0,68.21718716621399,1,31,32
69,2,0,69.2183141708374,1,551,24
70,2,0,70.21714925765991,1,58,280
71,2,0,71.2199490070343,1,35,151
72,2,0,72.2225456237793,1,38,640
73,2,0,73.22646808624268,1,36,353
74,2,0,74.22630286216736,1,885,295
75,2,0,75.22888803482056,1,28,15
76,2,0,76.23434519767761,1,286,26
77,2,0,77.23510146141052,1,57,131
78,2,0,78.235600233078,1,81,21
79,2,0,79.23897624015808,1,56,383
80,2,0,80.23929786682129,1,40,649
81,2,0,81.24285435676575,1,119,697
82,2,0,82.24921011924744,1,309,321
83,2,0,83.2472767829895,1,41,234
84,2,0,84.24811100959778,1,31,175
85,2,0,85.25748634338379,1,65,613
86,2,0,86.2534441947937,1,292,594
87,2,0,87.25600123405457,1,48,737
88,2,0,88.25845718383789,1,51,366
89,2,0,89.26000452041626,1,36,154
90,2,0,90.26201844215393,1,32,85
91,2,0,91.26413774490356,1,78,287
92,2,0,92.26601338386536,1,92,50
93,2,0,93.26828384399414,1,35,352
94,2,0,94.27242279052734,1,42,268
95,2,0,95.27546811103821,1,128,254
96,2,0,96.2844922542572,1,1175,348
97,2,0,97.28084444999695,1,40,125
98,2,0,98.28268432617188,1,91,320
99,2,0,99.28539538383484,1,44,406
