request_id,request_type,application_id,arrival_timestamp,batch_size,prompt_size,token_size
0,2,0,0.06573263730997002,1,386,56
1,2,0,0.07343448715369166,1,4078,111
2,2,0,0.12635468111019293,1,1005,389
3,2,0,0.14416023469761563,1,308,423
4,2,0,0.23353970847580566,1,1134,397
5,2,0,0.47635405643154877,1,1017,405
6,2,0,0.5113666039074415,1,1049,101
7,2,0,0.5711459791415014,1,997,410
8,2,0,0.9746378708433008,1,995,136
9,2,0,0.9962329444255463,1,396,384
10,2,0,1.1180226183805426,1,1888,92
11,2,0,1.218789607375856,1,1102,82
12,2,0,1.443479420595803,1,1160,103
13,2,0,1.8674525952648275,1,1189,413
14,2,0,1.8795049406954467,1,373,415
15,2,0,2.072403826574813,1,209,108
16,2,0,2.7572866048525113,1,998,217
17,2,0,2.8663490311037028,1,189,55
18,2,0,2.923945690596873,1,404,377
19,2,0,2.9303680562685166,1,987,106
20,2,0,3.036415508515415,1,215,61
21,2,0,3.1325268840272225,1,20,257
22,2,0,3.564652071463743,1,387,75
23,2,0,3.6624900802853855,1,403,77
24,2,0,3.7908885188750356,1,724,46
25,2,0,4.0455195993104365,1,421,401
26,2,0,4.084594873287714,1,1792,84
27,2,0,4.544904323427464,1,383,396
28,2,0,5.151305617609958,1,2635,47
29,2,0,5.353987948273075,1,1212,44
30,2,0,5.6243945965323485,1,1057,147
31,2,0,5.955452403115807,1,203,69
32,2,0,5.988614507984107,1,169,426
33,2,0,6.002416216242381,1,1150,46
34,2,0,6.093899588585887,1,374,27
35,2,0,6.1722121422944705,1,928,397
36,2,0,6.212339515360427,1,1107,394
37,2,0,6.239239168436164,1,1044,99
38,2,0,6.308115042654986,1,406,436
39,2,0,6.357395476225297,1,415,84
40,2,0,6.433411635400309,1,1011,415
41,2,0,6.911210188691419,1,398,406
42,2,0,6.957468394724104,1,414,115
43,2,0,6.997855098799517,1,169,84
44,2,0,7.201085726962306,1,1065,396
45,2,0,7.212142653695382,1,395,180
46,2,0,7.647649346099224,1,1052,375
47,2,0,7.653929849410623,1,1059,382
48,2,0,7.777022226484583,1,1118,63
49,2,0,7.813315613428042,1,1029,179
50,2,0,7.995219014292406,1,3817,53
51,2,0,8.0444274062849,1,419,104
52,2,0,8.247354285027987,1,4151,261
53,2,0,8.500515157210794,1,2383,593
54,2,0,8.757961697697239,1,397,95
55,2,0,8.792368331253257,1,428,93
56,2,0,8.809032339487112,1,1045,444
57,2,0,9.014058382806896,1,4097,48
58,2,0,9.37288449959236,1,420,106
59,2,0,9.399562201961631,1,405,18
60,2,0,9.558900227246784,1,1169,396
61,2,0,9.56072943195517,1,1058,84
62,2,0,9.636283175915812,1,412,29
63,2,0,10.225864474197673,1,513,85
64,2,0,10.480344351905154,1,389,91
65,2,0,10.490965070469514,1,401,88
66,2,0,10.960186884987767,1,197,598
67,2,0,11.04401705220189,1,2146,16
68,2,0,11.368380910982987,1,1105,397
69,2,0,12.347170275282268,1,724,18
70,2,0,12.79486353608237,1,409,393
71,2,0,12.80763938728973,1,14,257
72,2,0,12.977891945407515,1,202,105
73,2,0,13.052291749757984,1,1352,89
74,2,0,13.403596943294144,1,1263,172
75,2,0,13.452641405838268,1,405,99
76,2,0,13.676527405073553,1,1325,447
77,2,0,14.402665895745852,1,952,193
78,2,0,14.873019563830992,1,1071,163
79,2,0,14.880661786629867,1,1047,104
80,2,0,15.0392666430578,1,1063,394
81,2,0,15.102233300282562,1,1136,102
82,2,0,15.171189458794673,1,403,217
83,2,0,15.58873989162196,1,45,163
84,2,0,15.625754098435902,1,218,419
85,2,0,15.63426825330236,1,408,373
86,2,0,15.71104301769914,1,1044,84
87,2,0,15.997157008822036,1,908,126
88,2,0,16.0701970275833,1,4077,109
89,2,0,16.193162948618173,1,243,396
90,2,0,16.237888998585998,1,1313,394
91,2,0,16.464762131273737,1,446,103
92,2,0,16.841341235530933,1,4087,96
93,2,0,16.89647460171644,1,1033,151
94,2,0,17.20416312467989,1,212,241
95,2,0,17.273908661920117,1,333,100
96,2,0,17.606312476795672,1,383,177
97,2,0,17.652801913188043,1,400,107
98,2,0,17.848379366833864,1,1080,50
99,2,0,17.991283438743274,1,1130,174
100,2,0,18.133734502190418,1,308,411
101,2,0,18.303808012512718,1,379,393
102,2,0,18.82024908683021,1,1055,56
103,2,0,19.066442873332598,1,1032,428
104,2,0,19.09048957638114,1,291,402
105,2,0,19.22750026127456,1,940,407
106,2,0,19.268007385542205,1,309,393
107,2,0,19.557635964561616,1,1200,431
108,2,0,19.697023628802437,1,987,16
109,2,0,20.492145436448286,1,1074,156
110,2,0,20.747724569840088,1,1050,390
111,2,0,20.75010942276782,1,1014,41
112,2,0,21.331232023702363,1,1092,123
113,2,0,21.375558583567877,1,1141,123
114,2,0,21.405483731699665,1,452,211
115,2,0,21.513383710223437,1,399,154
116,2,0,21.650204300276297,1,1100,396
117,2,0,21.65865294246797,1,4081,418
118,2,0,22.034265377565788,1,1203,143
119,2,0,22.43157159922848,1,394,127
120,2,0,22.488160978922103,1,1249,373
121,2,0,22.68677097825008,1,396,396
122,2,0,22.96873453025983,1,2878,420
123,2,0,23.302280799219464,1,383,378
124,2,0,23.579074303993142,1,181,128
125,2,0,23.710514387384418,1,4083,74
126,2,0,23.718660206220093,1,397,86
127,2,0,23.723577813560237,1,1315,531
128,2,0,23.818170616554166,1,1031,122
129,2,0,23.85245686257088,1,1326,65
130,2,0,24.06421635124541,1,58,396
131,2,0,24.358878525404375,1,212,93
132,2,0,25.004477378634636,1,4134,124
133,2,0,25.00979164817401,1,997,46
134,2,0,25.202757568616917,1,4086,429
135,2,0,25.252114319448104,1,455,132
136,2,0,25.299108972745163,1,1785,76
137,2,0,25.532653025218753,1,4073,59
138,2,0,25.961192617994787,1,396,619
139,2,0,26.2873205532912,1,374,386
140,2,0,26.28950439327086,1,399,112
141,2,0,26.63707999609882,1,398,64
142,2,0,26.765242065697834,1,1013,415
143,2,0,26.767224958977277,1,385,123
144,2,0,26.7942297052084,1,433,403
145,2,0,27.112790087633076,1,407,85
146,2,0,27.23302948596755,1,995,394
147,2,0,27.52582937988422,1,375,428
148,2,0,27.559166977859057,1,4078,398
149,2,0,27.77972051358,1,430,80
150,2,0,27.87511511282745,1,7,74
151,2,0,27.97978916464587,1,1083,411
152,2,0,28.025732488632464,1,120,401
153,2,0,28.05028743887759,1,1017,417
154,2,0,28.274923057740796,1,1248,89
155,2,0,28.359582417328763,1,1066,73
156,2,0,28.417522438953355,1,378,152
157,2,0,28.551777753617408,1,400,129
158,2,0,28.6026218946303,1,1189,98
159,2,0,28.718458341096795,1,1020,223
160,2,0,28.91997557315755,1,438,156
161,2,0,29.02975752792512,1,1140,140
162,2,0,29.05212749439012,1,945,429
163,2,0,29.23795714282638,1,1089,162
164,2,0,29.288018864209448,1,4081,167
165,2,0,29.443135283252683,1,1047,448
166,2,0,29.492256145352087,1,999,206
167,2,0,29.601335031490315,1,1009,388
168,2,0,29.616735028324413,1,1624,387
169,2,0,30.26516601131933,1,1170,416
170,2,0,30.29439877504475,1,1118,375
171,2,0,30.511915391953064,1,1148,397
172,2,0,30.813616752345315,1,245,146
173,2,0,31.05964785297155,1,1068,394
174,2,0,31.18693453379059,1,389,411
175,2,0,31.508767196053796,1,1068,391
176,2,0,31.63604562324655,1,389,122
177,2,0,31.75426050205533,1,2343,410
178,2,0,31.933739678256778,1,1543,395
179,2,0,32.01874260524208,1,398,12
180,2,0,32.237831570055256,1,1349,57
181,2,0,32.254376791479864,1,3411,109
182,2,0,32.65828969144392,1,1080,151
183,2,0,32.81660268574393,1,20,454
184,2,0,33.11238500752674,1,1050,132
185,2,0,33.79977019704994,1,404,451
186,2,0,33.87389139821478,1,1050,143
187,2,0,34.05701596702661,1,399,102
188,2,0,34.334424965347814,1,389,84
189,2,0,35.116955416819344,1,1090,385
190,2,0,35.28491257283821,1,373,88
191,2,0,35.367861453574065,1,1033,429
192,2,0,35.48245636862703,1,426,83
193,2,0,35.72540211215375,1,397,82
194,2,0,35.78377726679133,1,966,81
195,2,0,35.85897530889641,1,4084,162
196,2,0,35.88446391346742,1,1073,426
197,2,0,35.92995790440942,1,404,104
198,2,0,35.99829230589385,1,404,58
199,2,0,36.059044790392576,1,4081,392
200,2,0,36.60573960231013,1,1069,78
201,2,0,37.068060410288375,1,4087,45
202,2,0,37.08513566064761,1,375,93
203,2,0,37.59060934504875,1,181,114
204,2,0,37.87955169537665,1,1053,422
205,2,0,37.94209970434272,1,1312,183
206,2,0,38.137233300708324,1,1312,96
207,2,0,38.26675068043101,1,1712,200
208,2,0,38.40141760426146,1,1064,396
209,2,0,38.62455326900956,1,618,170
210,2,0,38.92486994114093,1,389,70
211,2,0,39.195065498924436,1,5388,66
212,2,0,39.2725159543369,1,200,90
213,2,0,39.60132211479759,1,1628,189
214,2,0,39.975759759518475,1,181,486
